,company,position,url,location,Job Description
191, AT&T,Principal Software Engineer Data Science,https://www.glassdoor.com/partner/jobListing.htm?pos=1028&ao=132934&s=58&guid=000001676baffac6b6c352d427ac8f4a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_063fe0bd&cb=1543699954790&jobListingId=2866543354," – Plano, TX","DescriptionThe purpose of this role is to design, develop and implement large scale big data science product components as part of analytical products in the cloud and on premises, in close collaboration with product development teams, data scientists, data engineers and cloud enterprise teams. Competencies in implementing common and new machine learning, text mining and other data science driven solutions on cloud based technologies such as AWS are required.

Key Roles and Responsibilities

Uses big data and cloud based technologies to design, program, debug and update new and/or existing data science based products to create large scale on premise and cloud based analytics and visualization solutions.
Develops custom code in java, scala, python, C++ or other languages as necessary to implement data science and machine learning algorithms in large scale enterprise cloud environments
Builds web services, APIs, and other software components in the cloud as part of implementing the data science based products
Optimizes and tunes the performance and flexibility of data science products using current and new technologies
Is familiar with evolving technologies in large scale data science product development and implementation
Works in a highly agile environment
Guides other software engineers, data scientists and data engineers in best practices of data science product development and implementation
Is knowledgeable in data science algorithms and methods and can implement production solutions with minimum guidance from data scientists. Has a working knowledge of running data science algorithms using R, python and scala. Leverages frameworks such as, but not limited to, tensorflow, mxnet, MLlib, theano, keras, Pandas, openNLP etc. as needed



QualificationsExperience
Typically requires 8-10 years experience with at least 3-4 years of experience in implementing data science solutions
Education
Masters of Science in Computer Science, Math or Scientific Computing preferred. Coursework in Statistics/DataScience/MachineLearning/AI preferred.

"
192, IBM,Watson Health- Business Data Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=218&ao=140152&s=58&guid=000001676baebe6daabc77ce246e02ce&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_33a74ed4&cb=1543699873817&jobListingId=3007882155," – Dallas, TX","Job Description

Position OverviewThis position is an individual contributor role within the Provider Consulting Team. A consultant in this position can diagnose clients business issues and determine the appropriate solutions that will address client issues for medium to large sized engagements and deliver a positive ROI on the consulting engagement.Essential Duties/Responsibilities

Data Analyst

Lead business analysis, technical documentation and project design for medium to large size healthcare analytics and consulting projectsAbility to translate data analysis into meaningful findings and recommendations Extract, compile and validate data, conduct analysis using basic statistics and draft presentations of analytic findings Perform reviews of medical and health research literature and summarize relevant information to develop expertise in practice area(s)Data Analysis and visualization proficiency in various tools (MS Office, Tableau, others)Oversee multiple complex projects concurrently while coordinating cross functional teams across the organizationLead client meetings for strategic accounts including presenting data, methodology and recommendations

Project Manager

Manage projects (scope, schedule and resources) in a cross functional environment, leading project teams while managing client relationshipsDesigns and maintains technical work plans to efficiently fulfill client requirements and analytic objectives; works with colleagues to ensure consistent processes, tools and documents are utilized throughout engagementsLead the design and execution of QA plans for medium to large analytics and consulting projects

Other Duties/Responsibilities

Work as part of team to secure new sales including solution design and proposal developmentManage ongoing customer relationships including issue resolutionEngage in billable consulting activity and complete assigned tasks on time Manage peers work effort on project tasksParticipate in design and development of new offeringsDeliver sales demos and client trainings Participate in the development of sales tools, marketing collateral and sample deliverables for sales supportConduct quality review (code and content) of colleague work product Ability to estimate and meet realistic timelinesMentor and train team members


Required Technical and Professional Expertise


3 years Healthcare analytics background required3 years experience in applying health analysis methods and measures utilizing basic statistical methods3 years experience with healthcare data - operational, administrative or clinical 3 years knowledge of basic statistical concepts


Preferred Tech and Prof Experience


5 years Healthcare analytics background required3 years working knowledge and/or work experience with Python, SPSS, R, SAS, or SQL PMP certification


EO Statement

IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.
"
193," ReqRoute,Inc",9063 BI Data Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=516&ao=4321&s=58&guid=000001676baf3919883bda33e23bfbf4&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_582e1630&cb=1543699905250&jobListingId=2996269579," – Plano, TX","BI data Analyst

Position Type (Permanent)

At this point client is not willing to sponsor visas.
Experience with BI tools & Data Warehousing

Proficient in writing SQL
Good Communication and Presentation skills
Coordinating business meetings and managing / tracking the action items
Proficient in writing business and technical documentation
Ability to deliver in Agile methodology
Ability to perform causal analysis to business problems and aligning the same with technical details

If you are interested for this job, share your profile on priya@reqroute.com

For more job details reach me 408-300-9063 (PST)
Priya

408-300-9063 (PST)

priya@reqroute.com

DISCLAIMER: The information transmitted is intended only for the person or entity to which it is addressed and may contain confidential and/or privileged material. Any review, retransmission, dissemination or other use of, or taking of any action in reliance upon, this information by persons or entities other than the intended recipient is prohibited. If you received this in error, please contact the sender and delete the material from any computer or if you want to be REMOVED please reply with REMOVE in the Subject line of this email.
"
194, Samsung Electronics America,Data Science Intern - Summer,https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=134336&s=58&guid=000001676bae7ae2a8c0e31a8b6bdf1e&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_31fe050c&cb=1543699856530&jobListingId=2951458835," – Richardson, TX","Position SummaryAt Samsung we work hard – every day. Our interns are pushed to discover their true potential. For those who are comfortable with the uncomfortable, Samsung is a place of endless learning. Interns take real-world business problems and lead the charge on formulating creative solutions. If you have energy, passion, dedication and drive, and you thrive in a fast-paced workplace, the rewards at Samsung are many. Our structured program prepares every intern for success. Interns use what they learn in the classroom and apply their studies at Samsung. This program delivers opportunities for both undergraduate and graduate students to work in high-growth areas of our business. Highlights include Executive Lunch & Learns, project-based work, an end-of-year presentation to our CEOs and senior leadership, social activities, as well as corporate responsibility activities. Samsung’s internship program is ranked as one of the Top 100 Programs by WayUp in 2018 and received 4.7 out 5 stars on Glassdoor. Apply today and find out why LinkedIn ranked Samsung as one of the top 50 companies where people in the US want to work in 2018. Push yourself to discover your true potential and join Samsung as a 2019 summer intern.Role and ResponsibilitiesIn today’s fast evolving technology world, one aspect remains common – reliance on data to drive the next wave of innovation. The Data Science team’s core focus is developing best-in-class solutions that provide Samsung’s marketing and service organizations with a 360 degree view of the Samsung customers. We are looking for highly technical team members who are passionate about data, have the rigor needed to solve billion dollar problems, and possess an innate entrepreneurial spirit to explore the uncharted. Our organization combines the engineering backbone of a best-in-class Big Data Platform with the analytic expertise of predictive and prescriptive modeling.Position Summary and Project Details:This summer you will have the exciting opportunity to work in our Data Science team as Data Science Intern. You will:Develop machine-learning solutions for business needs.Develop and enhance DS deployment framework.Get hands on with Deep learning.General Duties include but are not limited to: Data Scientists are responsible for managing the successful design and production of major data initiatives across all customer-facing channels. They provide a critical link between the most technical areas of the organization and our business partners who use data science products to personalize customer experiences. Balancing a deep technical understanding with excellent business acumen is needed to 1) successfully build never-been-done-before solutions in a Big Data environment and 2) interface with Product Management and Engineering teams.By the end of the summer you should be able to:Handle vast amount of data and perform EDA, PCA, data massaging and cleaning.Extract insights from data that helps in model building.Feature engineer for machine learning problems. Train and test ML algorithms on real Samsung data.Get hands on with Deep learning – RNN, CNN.Build deep learning framework for model deployment.Communicate to senior management about the awesome work you performedSkills and QualificationsQualifications: Programming experience: Python, Spark, R, SQL, Hive, JavaScript, Visual Basic, C++Machine learning expertise: GLM Regression (Linear, Logit, Multinomial), Decision Tree (including Boosted Trees, Random Forest), kMeans/Hierarchical Clustering, Principle Component Analysis, Neural Network, Bayesian Regression, & Times SeriesExperience using data with high-volume (1TB+) & high-dimensionality (500+ variables per schema), especially within a Hadoop frameworkStrong interest in supporting consumer-facing functions for consumer products, retail, tech, or telecom industriesSelf-starter. Self-motivated. Wanting to learn. Can work alone, as well as being a member of a team. Result-Driven personGood verbal and written communication skills or reasonable communications skills for Bi-Lingual speakersInternship Eligibility:Must be enrolled in an accredited UniversityMaintain a 3.0 or higher GPAProvide proper work authorization to University RelationsAttend New Hire Orientation on first daySamsung Electronics America provides Equal Employment Opportunity for all individuals regardless of race, color, religion, gender, age, national origin, marital status, sexual orientation, gender identity, status as a protected veteran, genetic information, status as a qualified individual with a disability or any other characteristic protected by law.* Please visit Samsung membership to see Privacy Policy, which defaults according to your location. You can change Country/Language at the bottom of the page.General : http://account.samsung.com/membership/pp European Economic Area resident : https://careers.eu.samsung.com/PrivacyNoticeforEU.htmlApply Now"
195, Targetbase,ETL Data Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=816&ao=3949&s=58&guid=000001676baf9ea18c18a54b96fc2aa8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e4e22b8e&cb=1543699931232&jobListingId=3003542856," – Irving, TX","JOB SCOPE & PURPOSE

The Data Analyst is responsible for supporting the creation and execution of marketing, reporting and analytics processes as defined by client. He/she will review client's data sources and become intimately familiar with database, email and preference data including understanding key business rules that drive data outputs.

MAIN RESPONSIBILITIES

Technically able to understand and create complex ETL processes.
Work hand-in-hand with client
Will become the internal expert in ETL, CDI and complex Datamart Build services for campaign, reporting and analytics processes.
Effectively utilizes programming tools and applications (SQL, Informatica, and Oracle or other ETL tools).
Plays a role in thought leadership and uses strong consultative skills

PERFORMANCE EXPECTATIONS

Quality and overall impact of deliverables: Strives to achieve executional excellence. Ensures 99.9% quality goal is met.
Team and/or client feedback and satisfaction: Receives positive scores on customer satisfaction surveys.
Commitment to vision and guiding principles of agency and competency: Consistently communicates Targetbase vision and guiding principles
Organizational and/or technical knowledge: Has appropriate knowledge of his/her core competency and Targetbase’s integrated service offerings.

REQUIRED SKILLS

EXPERIENCE & EDUCATION

Bachelor's Degree in Computer Science or other technology subject or equivalent industry experience. Master's Degree a plus
2 years technical experience in a data management role with background in an ETL tool (SSIS, Informatica, Teradata, etc)

KNOWLEDGE & ABILITY

Consultative approach to data management and able to make CDI recommendations to the client. Knowledge of SQL
ETL tool experience and strong SQL experience
Unix shell scripting is a plus
Knowledge of direct mail and email marketing is a plus
Primary point-of-contact for problem escalation and resolution for data management functions
Monitors quality control on deliverables prior to client distribution. Ensures the client team is following quality control procedures as applicable


"
196, Wells Fargo,Data Scientist / Analytic Consultant 4,https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=233051&s=58&guid=000001676bae7ae2a8c0e31a8b6bdf1e&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ca4694a7&cb=1543699856536&jobListingId=2962407735," – Dallas, TX","Job DescriptionAt Wells Fargo, we want to satisfy our customers financial needs and help them succeed financially. Were looking for talented people who will put our customers at the center of everything we do. Join our diverse and inclusive team where youll feel valued and inspired to contribute your unique skills and experience.

Help us build a better Wells Fargo. It all begins with outstanding talent. It all begins with you.

 Wells Fargos Chief Administrative Office (CAO) consists of enterprise functions that work together to promote and protect the Wells Fargo culture and brand, and support our team members. Groups within CAO work to protect our reputation, tell our story, bolster team member engagement, connect with our customers, and bring new and innovative solutions to life. CAO functions include Commitment to Customer, Corporate Responsibility & Community Relations, Data Management & Insights, Human Resources, Marketing, Stakeholder Relations, and the CAO Integration and Planning Office.

The Enterprise Analytics and Data Science team is looking for a data scientist with natural analytic curiosity, who takes the initiative to offer ideas and add value with limited direction. This role will be responsible for performing text analysis and advanced analytics supporting LOBs across the enterprise. This includes using machine learning techniques and programming languages to derive relevant analysis and metrics, including building proof of concepts to determine value of implementing in future projects.

 KEY RESPONSIBILITIES INCLUDE:

As part of a team focused on understanding the customer experience across the organization, the data scientist will work with business partners to understand the business objectives, explore data sources and build NLP/ML solutions. The ideal candidate will be able to think outside the box to uncover new ways to analyze unstructured data leveraging our Open Source Data Science Platform (OSDS) and other analytical tools to solve complex business objectives.

 Data Management and Insights (DMI) ,which offers Chief Data Office capabilities to Wells Fargo, focuses on leveraging data as a strategic asset. Data is critical to Wells Fargos continued success, deepening relationships with our customers, creating a seamless and convenient multi-channel experience, and meeting our commitment to satisfy our customers financial needs. DMI defines how we use information across the company, align our business practices and support our continued focus on great customer experience.Required Qualifications

6+ years of experience in one or a combination of the following: reporting, analytics, or modeling; or a Masters degree or higher in a quantitative field such as applied math, statistics, engineering, physics, accounting, finance, economics, econometrics, computer sciences, or business/social and behavioral sciences with a quantitative emphasis and 4+ years of experience in one or a combination of the following: reporting, analytics, or modeling2+ years of design, implementation and governance experience with Artificial Intelligence, Natural Language Processing or Machine Learning architecture2 + years of experience using quantitative machine learning techniques2 + years of text analytics experience2+ years of Python experience

Desired Qualifications

Extensive knowledge and understanding of research and analysisStrong analytical skills with high attention to detail and accuracyExcellent verbal, written, and interpersonal communication skills2+ years of experience with H2O software or Keras with TensorFlow2+ years of statistical modeling experienceExperience with Spark, Hive and KafkaCloud computing experience

Other Desired Qualifications

Knowledge and/or experience with the following: Common NLP techniques, such as

o Pre-processing (tokenization, part-of-speech tagging, parsing, stemming)

o Semantic analysis (named entity recognition, sentiment analysis)

o Modeling and word representations (RNN / ConvNets, TF-IDF, LDA, Word2Vec)

Working with data science workbench solutions (Dataiku, IBM DSX, Domino)

DisclaimerAll offers for employment with Wells Fargo are contingent upon the candidate having successfully completed a criminal background check. Wells Fargo will consider qualified candidates with criminal histories in a manner consistent with the requirements of applicable local, state and Federal law, including Section 19 of the Federal Deposit Insurance Act.

Relevant military experience is considered for veterans and transitioning service men and women.

Wells Fargo is an Affirmative Action and Equal Opportunity Employer, Minority/Female/Disabled/Veteran/Gender Identity/Sexual Orientation."
197, Scott & White Healthcare,EBI Data Analyst III,https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=186603&s=58&guid=000001676baef5498bba0c372b6b65f7&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ea9cf30f&cb=1543699887765&jobListingId=3012132351," – Dallas, TX","

Scott & White Health Plan seeks an EBI Data Analyst III in the Dallas, Texas area. Provides oversight for the design and creation of relational databases using SQL and Batch Scripting/Shell Scripting. Maintains and enhances the integrity, security and performance of the database operating environment. Administers and controls database resources. Provides performance and tuning of the database. Provides advanced technical support. Serves as key resource for special projects.

WHAT IS EXPECTED (ESSENTIAL FUNCTIONS): Plans, researches, designs, tests, and implements upgrades and enhancements to databases. Responsible for security and data integrity. For daily database back-up and recovery Evaluates the validity and efficiency of database back-ups. Programs and tests back-up scripts, researches and tests recovery methodology and documents back-up methods. Evaluates capacity and performance of production systems; installs and upgrades production, testing and training. Performs analysis of system to verify resources for performance optimization, including analyzing database performance and recommending solutions to enhance performance. Provides an advanced level of technical support to users and Information Services (IS) Staff. Provides an advanced level of technical consulting to staff members. Studies and researches features of new versions of databases and tools to prepare for future growth. Provides status reports regarding database usage. Responds to customer questions and problems in a timely and appropriate manner. Responsible for the delivery of modern business intelligence, analytics, and data warehousing solutions including the design, development, testing, implementation, and maintenance of Scott & White's Health Plan business intelligence platforms

Master’s degree in computer related field and 36 months of experience as a data or systems analyst required. Will work 40 hours per week.

EBI Data Analyst III is an eligible position for the $250 Employee Referral Program, per program guidelines.

Apply online at www.jobs.baylorscottandwhite.com An Equal Opportunity Employer





"
198, Gainsco Auto Insurance,Data Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=307&ao=321310&s=58&guid=000001676baef5498bba0c372b6b65f7&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_81e64c5b&cb=1543699887748&jobListingId=3032030484," – Dallas, TX","Come join us and become a champion with GAINSCO!

GAINSCO is one of the fastest-growing companies in the nonstandard personal automobile market! By joining GAINSCO, you will become part of a dynamic and growing organization that was recognized as one of the Top Workplaces in Dallas and Miami. In 2018, GAINSCO has been recognized for the third time by The Dallas Morning News in its annual Top 100 Places to Work survey. Additionally, GAINSCO was recognized as a Workplace Achiever, one of the Top 150 companies in the Dallas-Fort Worth area.

Our culture attracts engaged individuals who have a desire to contribute and succeed. We encourage individuals to grow their skills as they build their careers.

Essential Job Functions:

% of Time

Results Expected and Duties Performed

40%

Extract and transform both internal and external data to be used in various analysis Serve as subject matter expert on reports and analysis.

30%


Effectively understand the business problems, and be able to communicate findings to ensure analysis are well understood and incorporated into business practices Establish and publish core, and ad hoc, reporting to be used to convey various performance metrics Identify and solve complex problems by collecting and analyzing statistical, financial, and/or competitive information (including internal and external data), to help make critical business decisions Determine the best data visualization to be used to turn information into insights

30%


Design and maintain monitoring reports.

Job Requirements:


Education: Bachelors degree, with preference given to MIS, IT, Data Science, Actuarial Science, Finance, Statistics, Mathematics, or a related field of study

Experience: 1 or more years of experience as a Data Analyst, preferably with personal auto insurance

Skills and Abilities: Strong computer skills including the ability to manage and manipulate data in Excel and programming knowledge such as SAS and/or SQL Compensation: Competitive salary based on experience. Excellent benefits package: medical, dental, vision insurance, life insurance, short term and long term disability insurance, Parental Leave Policy, 401K, Paid Vacation and Holidays.

GAINSCO is an Equal Employment Opportunity Employer"
199, Gainsco Auto Insurance,Corporate Claims Data Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=717&ao=321310&s=58&guid=000001676baf84639ceae971809b4bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7ae124b3&cb=1543699924448&jobListingId=3006301891," – Dallas, TX","GAINSCO Auto Insurance markets non-standard private passenger automobile products through retail agencies in Texas, New Mexico, Arizona, Oklahoma, Florida, Georgia, South Carolina, and Virginia. GAINSCO Auto Insurance has fully integrated insurance capabilities, including marketing, underwriting, customer service and claims handling. Our operations are bilingual (English/Spanish).

Job Function:

Working with Corporate and Claims Regional Office business partners to communicate Claims results; additional responsibilities include full lifecycle activities to include requirements analysis and design, develop analysis and reporting capabilities.

Responsibilities:

Interpret data and analyze results using statistical techniques and provide ongoing reports Develop, implement and maintain business monitoring reports Perform data validation and other strategies that optimize statistical efficiency and data quality/accuracy Work with IT to maintain accessibility to databases/data systems Identify, analyze, and interpret trends or patterns in complex data sets Additional projects as requested

Requirements:

BS in Mathematics, Actuarial Science, Risk Management, Economics, Computer Science, Information Management or Statistics 1-2 years of working experience as a data analyst preferred Advanced skills in performing mathematical calculations Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy Technical expertise regarding data models, database design development, data mining and segmentation techniques Advanced computer skills, specifically in databases and spreadsheets (Excel, MSSQL, SAS preferred) Excellent written and verbal communication Excellent organization skills Understanding of non-standard auto insurance is preferred

GAINSCO is an Equal Employment Opportunity Employer"
200, Verizon,Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=310&ao=133279&s=58&guid=000001676baef5498bba0c372b6b65f7&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3acd3c89&cb=1543699887751&jobListingId=3004648832," – Irving, TX","What you’ll be doing...

Join our IT Application Security team where you will be responsible for identity authentication. You will address fraud experienced by Verizon through the use and enhancement of SSO authentication, real-time-risk and fraud platform as well as digital ops for new customer. In addition, there will be work in support of combating fraud through non-authenticated flows, IVR system, Call Centers, Retail Stores and Indirect channels.

This is a Big Data/Machine Learning position responsible for fraud analytics, data pipelining, and point anomaly model creation. You will be required to develop and design Machine Learning and big data solutions using distributed computing technologies that relate to real time problems being faced by the business. Also, you will be responsible for technically leading resources based on the requirements provided by the architect. There will be multiple technologies involved in the process and a deep understanding of Big Data toolsets is required.

You will be an expert in Big Data, Machine Learning, and System Design and should possess knowledge of algorithms and data science. You should be able to solve complex problem with help of your knowledge in data science.

What we’re looking for...

You’ll need to have:

Bachelor’s degree or four or more years of work experience.Six or more years of relevant work experience.Experience with SCALA or Java.Experience with Big Data technologies.

Even better if you have:

A degree.Expertise in algorithms and data models for machine learning.Experience with ML tools like H2O / Tensorflow / Prediction.io.Experience with DC/OS and Marathon.Experience with Distributed Data platforms (HDFS, Elasticsearch, Splunk, Casandra).Experience with cluster compute technologies Spark / Akka.Experience of Kafka and experience with cross DC replication.Experience with Docker and Kubernetes.Experience with in memory caches like Redis / Akka Distributed data.Experience with CI/CD process - GIT (Bitbucket), Jenkins, Jira, Confluence.Experience with SBT and POM.Knowledge of Hortonworks toolset (Zookeeper, HDFS, etc.).Google drive suite services (Google Docs, Google Sheets, etc.).Knowledge of secure coding with OWASP coding practices.Proven leadership experience.Experience in highly scalable system architectures.Knowledge of current industry standards for secure web and mobile design.Ability to lead work efforts with offshore and onshore resources across different organizations.Excellent verbal and written communication skills; capability to present findings effectively to critical audiences.

When you join Verizon...

You’ll be doing work that matters alongside other talented people, transforming the way people, businesses and things connect with each other. Beyond powering America’s fastest and most reliable network, we’re leading the way in broadband, cloud and security solutions, Internet of Things and innovating in areas such as, video entertainment. Of course, we will offer you great pay and benefits, but we’re about more than that. Verizon is a place where you can craft your own path to greatness. Whether you think in code, words, pictures or numbers, find your future at Verizon.

Equal Employment Opportunity

We're proud to be an equal opportunity employer- and celebrate our employees' differences,including race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, and Veteran status. Different makes us better."
201, Wunderman,"Vice President, Data Science - Machine Learning",https://www.glassdoor.com/partner/jobListing.htm?pos=129&ao=349635&s=58&guid=000001676bae7ae2a8c0e31a8b6bdf1e&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_4539b895&cb=1543699856566&jobListingId=2748706850," – Dallas, TX","OverviewWunderman is looking for a smart, Vice President, Data Science that is intimately familiar with turning data into advanced solutions to drive positive client outcomes.

The Vice President will lead the Data Sciences practice area and will oversee all Data Science and Machine Learning across the agency, reporting to the North America analytics delivery lead. In this role, you will lead the charge to advance the Machine Learning practice by providing client facing thought leadership and building on our current capabilities in our advanced analytics practice.Responsibilities


Own the strategic direction and delivery for the Data Science vertical across the agency while working collaboratively with other functional teams.
Act as a subject matter expert within the space of Machine Learning, Artificial Intelligence, and applied statistics; designing and overseeing projects involving large scale cookie level analysis, advanced attribution, and more
Oversee the Data Science road map based on the business priorities working with all divisions


Manage existing team of 10-15 data scientists to help execute on your strategic vision
Act as a thought leader in the industry. Contribute to the success of other team members by providing training and leadership in thought generation, analysis, coding, and mentorship


Support new business by partnering with our account teams and engagement managers
Partner with Data Engineering leadership to design a world-class machine learning infrastructure and production environment
Champion a data-driven culture and drive long-term business value creation through development of best-in-class data science capabilities
Create new analyses, models, and/or tools that deliver insights that enable the business partners to further their objective


Manage a pipeline of projects/products and their on-time delivery




Qualifications


PhD in Statistics, Data Science, Econometrics, Computer Science, Operations Research, or related quantitative degree is required.
Expert command of Artificial Intelligence and Machine Learning, statistical modeling, state-of-the-art tools, and engineering best practices.
Minimum of 12 years analytics experience in business environment
6+ years of work experience in the Data Scientist role with Fortune 500 companies or top consulting background. Experience in digital analytics or marketing analytics required


Exceptional people manager, mentor, and leader. You will have a minimum of 5 years of experience managing a team of data scientists with high retention rates. Must be collaborative.
Proven track record of overseeing multiple data science and machine learning projects at all stages, from idea generation to objectives formulation to implementation and deliverables.
Proficiency in both Python and R.
Expert knowledge of data mining techniques and tools with SAS, Python, R, etc. is required. Expert proficiency interrogating relational data bases with SQL and with using, managing workload with distributed computing tools (Map/Reduce, Hadoop, Hive, etc.)
Excellent project management skills, with a proven track record of on-time and within-budget delivery. Exceptional ability to manage priorities across multiple stake holders.
Must be willing to travel up to 25%


"
202, IBM,Data Scientist - Intern/Coop,https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=140152&s=58&guid=000001676bae7ae2a8c0e31a8b6bdf1e&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_dcc89c1d&cb=1543699856529&jobListingId=3042782143," – Dallas, TX","Job Description

 IBM CIO (Chief Information Office) Organization is looking for innovative talent who bring fresh new ideas to create a productive environment for all IBMers across the globe through our internship program offering. Our mission is to provide the best work experience in a digital workplace to all IBM employees and consequently positively impact on the way IBM deliver what our clients need.



****************CANDIDATES MUST BE ENROLLED in a Bachelor's degree in Mathematics or other qualitative field***********************


Are you interested in working in an innovative and collaborative environment for the summer? If so, this is your chance to work in the first IBM area to become agile and to create meaningful solutions that impact our technology and business transformation for a new business era - all in just one summer!


Explore and examine data from multiple, disparate data sourcesSift through all incoming data with the objective of discovering previously hidden insightsRecommendations may be related to user experience, DevOps or improved code qualityDevelop quantitative models to solve business challenges
Required Technical and Professional Expertise


Candidate should be advanced in a single coding language such as R or PythonUnderstanding of statistics and mathematical techniques and their applications Minimum of 1 year experience using problem solving skills such as: Analyze causes using existing techniques or tools, prepare and recommend solution alternativesAbility to absorb professional knowledge quickly and develop skills Ability to draw upon professional concepts to collaborate with others to carry out assigned dutiesAbility to challenge the validity of given procedures and processes with the intent to enhance and improve Enrolled in a Bachelor's degree in Mathematics or other qualitative field

Ability to work in the United States without the need for current or future IBM sponsorship

Preferred Tech and Prof Experience


Working experience in Cognos Analytics, Watson Analytics, Tableau, NOSQL Cloudant db, Java, JavaScript, SQL, NOSQL; Advanced Excel, MySQL, DB2 Experience using Agile and Design Thinking methodologiesMaster's degree in Mathematics or other qualitative field


EO Statement

IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.
"
